ureC,ureB,ureA,urease_accessory_count,CA_any,CA_alpha,CA_beta,CA_gamma,urease_core_complete,urease_operon_single_contig,ureC_plus_CA_single_contig,MICP_gene_complete,cluster_rep,catalog,Lineage,Genome_type,Completeness,Contamination
0,0,0,0,1,0,0,1,0,0,0,0,MGYG000299702,pig-gut,d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__QAMH01;g__W2P13-069;s__W2P13-069 sp004553405,MAG,97.72,0.12
0,0,0,0,1,0,1,1,0,0,0,0,MGYG000300880,pig-gut,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella sp900316565,MAG,98.75,0.23
0,0,0,0,1,0,0,1,0,0,0,0,MGYG000300890,pig-gut,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__,MAG,61.28,0.25
1,0,0,0,1,0,0,1,0,0,0,0,MGYG000300901,pig-gut,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Bariatricus;s__Bariatricus sp004560705,MAG,98.47,0.78
1,1,1,4,1,0,0,1,1,1,0,1,MGYG000300905,pig-gut,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Agathobacter;s__Agathobacter sp905209075,MAG,97.06,0.16
0,0,0,0,1,0,0,1,0,0,0,0,MGYG000300915,pig-gut,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__W3P20-009;g__W3P20-009;s__,MAG,99.73,0.54
0,0,0,0,0,0,0,0,0,0,0,0,MGYG000300917,pig-gut,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__CAG-873;s__CAG-873 sp004554255,MAG,93.21,0.39
1,0,0,0,0,0,0,0,0,0,0,0,MGYG000300921,pig-gut,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Christensenellales;f__CAG-138;g__CAG-1024;s__CAG-1024 sp004554165,MAG,96.61,0.0
0,0,0,0,0,0,0,0,0,0,0,0,MGYG000300925,pig-gut,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__TANB77;f__CAG-508;g__CAG-269;s__,MAG,75.21,0.34
0,0,0,0,1,0,1,1,0,0,0,0,MGYG000300929,pig-gut,d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Acidaminococcales;f__Acidaminococcaceae;g__Phascolarctobacterium_A;s__Phascolarctobacterium_A succinatutens,MAG,100.0,0.6
1,0,0,0,1,0,0,1,0,0,1,0,MGYG000300936,pig-gut,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium;s__Faecalibacterium sp003449675,MAG,99.32,0.0
0,0,0,0,0,0,0,0,0,0,0,0,MGYG000300942,pig-gut,d__Bacteria;p__Firmicutes;c__Bacilli;o__RF39;f__UBA660;g__CAG-605;s__CAG-605 sp000433255,MAG,92.13,1.12
1,0,0,0,1,0,0,1,0,0,1,0,MGYG000300943,pig-gut,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Eubacteriales;f__Eubacteriaceae;g__Pseudoramibacter;s__,MAG,98.36,0.23
0,0,0,0,0,0,0,0,0,0,0,0,MGYG000300944,pig-gut,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Limosilactobacillus;s__Limosilactobacillus merdavium,MAG,65.52,0.0
0,0,0,0,1,0,1,1,0,0,0,0,MGYG000300947,pig-gut,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Porphyromonas;s__,MAG,55.06,0.96
0,0,0,0,1,0,0,1,0,0,0,0,MGYG000300948,pig-gut,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Alloprevotella;s__Alloprevotella sp004562975,MAG,96.13,0.54
1,0,0,0,0,0,0,0,0,0,0,0,MGYG000300951,pig-gut,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruthenibacterium;s__,MAG,78.78,0.0
0,0,0,0,0,0,0,0,0,0,0,0,MGYG000300957,pig-gut,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Dysosmobacter;s__,MAG,56.03,0.0
0,0,0,0,1,0,1,1,0,0,0,0,MGYG000300958,pig-gut,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__CAG-485;s__CAG-485 sp905214735,MAG,98.62,0.57
0,0,0,0,0,0,0,0,0,0,0,0,MGYG000300966,pig-gut,d__Bacteria;p__Firmicutes;c__Bacilli;o__RF39;f__UBA660;g__RUG11198;s__,MAG,90.45,0.88
0,0,0,0,1,1,0,1,0,0,0,0,MGYG000300967,pig-gut,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus_B;s__Enterococcus_B villorum,MAG,99.63,0.75
1,1,1,0,1,0,1,1,1,1,0,1,MGYG000300969,pig-gut,d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;s__Bacillus velezensis,MAG,93.1,0.31
1,1,1,4,1,0,1,1,1,1,0,1,MGYG000300972,pig-gut,d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Veillonellales;f__Veillonellaceae;g__;s__,MAG,99.28,0.0
0,0,0,0,1,0,0,1,0,0,0,0,MGYG000300977,pig-gut,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Alloprevotella;s__Alloprevotella sp004556745,MAG,97.03,0.12
0,0,0,1,1,0,1,1,0,0,0,0,MGYG000300978,pig-gut,d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae;g__Paraeggerthella;s__Paraeggerthella hongkongensis_A,MAG,85.48,0.0
0,0,0,0,1,0,0,1,0,0,0,0,MGYG000300984,pig-gut,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Marinifilaceae;g__Butyricimonas;s__Butyricimonas virosa,MAG,97.31,0.0
1,0,0,0,1,0,0,1,0,0,0,0,MGYG000300986,pig-gut,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Suipraeoptans;s__Suipraeoptans intestinalis,MAG,90.57,2.05
1,0,0,0,0,0,0,0,0,0,0,0,MGYG000300988,pig-gut,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__CAG-83;s__CAG-83 sp003487665,MAG,92.28,0.67
1,0,0,0,1,0,0,1,0,0,1,0,MGYG000300990,pig-gut,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Negativibacillus;s__Negativibacillus massiliensis,MAG,98.66,1.34
1,0,0,0,1,0,0,1,0,0,0,0,MGYG000300991,pig-gut,d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Atopobiaceae;g__UBA7748;s__UBA7748 sp900314535,MAG,98.39,0.81
1,1,1,4,1,0,1,1,1,1,0,1,MGYG000301002,pig-gut,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus hyointestinalis,MAG,97.38,0.0
1,0,0,0,0,0,0,0,0,0,0,0,MGYG000301003,pig-gut,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__CAG-83;s__,MAG,88.46,2.68
0,0,0,0,1,0,0,1,0,0,0,0,MGYG000301007,pig-gut,d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella sp002391315,MAG,100.0,1.61
0,0,0,0,1,0,0,1,0,0,0,0,MGYG000301011,pig-gut,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__UBA932;g__Cryptobacteroides;s__Cryptobacteroides sp016295455,MAG,95.48,0.95
1,0,0,0,0,0,0,0,0,0,0,0,MGYG000301013,pig-gut,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Dysosmobacter;s__Dysosmobacter sp004553545,MAG,86.19,1.17
0,0,0,0,0,0,0,0,0,0,0,0,MGYG000301014,pig-gut,d__Bacteria;p__Firmicutes;c__Bacilli;o__RF39;f__UBA660;g__Ventrenecus;s__,MAG,64.56,0.44
0,0,0,0,1,0,0,1,0,0,0,0,MGYG000301015,pig-gut,d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Acidaminococcales;f__Acidaminococcaceae;g__Phascolarctobacterium_A;s__Phascolarctobacterium_A sp900553055,MAG,85.82,0.65
1,1,1,4,1,0,0,1,1,1,0,1,MGYG000301018,pig-gut,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__CAG-45;s__,MAG,95.32,2.08
0,0,0,0,1,0,0,1,0,0,0,0,MGYG000301020,pig-gut,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Alloprevotella;s__Alloprevotella sp004557035,MAG,90.97,0.37
0,0,0,0,0,0,0,0,0,0,0,0,MGYG000301025,pig-gut,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Christensenellales;f__CAG-74;g__SFMI01;s__SFMI01 sp004556155,MAG,94.76,1.08
0,0,0,0,0,0,0,0,0,0,0,0,MGYG000301028,pig-gut,d__Bacteria;p__Firmicutes;c__Bacilli;o__RF39;f__UBA660;g__RUG705;s__RUG705 sp900759875,MAG,82.58,2.81
0,0,0,0,1,0,0,1,0,0,0,0,MGYG000301030,pig-gut,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Dorea_A;s__Dorea_A sp016295505,MAG,96.2,1.56
0,0,0,0,0,0,0,0,0,0,0,0,MGYG000301032,pig-gut,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Christensenellales;f__CAG-917;g__CAG-475;s__CAG-475 sp900551145,MAG,79.42,0.0
1,1,1,4,1,0,0,1,1,1,1,1,MGYG000301034,pig-gut,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__UMGS363;s__,MAG,97.99,0.0
1,0,0,0,1,0,1,1,0,0,0,0,MGYG000301035,pig-gut,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Anaerotignaceae;g__Anaerotignum;s__,MAG,96.64,0.0
0,0,0,0,1,0,1,1,0,0,0,0,MGYG000301039,pig-gut,d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Veillonellales;f__Megasphaeraceae;g__Megasphaera;s__Megasphaera sp900548635,MAG,99.1,0.0
1,0,0,0,1,0,0,1,0,0,1,0,MGYG000301042,pig-gut,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__CAG-103;s__CAG-103 sp004556965,MAG,95.97,0.67
0,0,0,0,1,0,0,1,0,0,0,0,MGYG000301044,pig-gut,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus crispatus,MAG,78.06,1.95
0,0,0,0,1,0,0,1,0,0,0,0,MGYG000301046,pig-gut,d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Acidaminococcales;f__Acidaminococcaceae;g__Acidaminococcus;s__Acidaminococcus sp000437815,MAG,90.12,0.6
1,0,0,0,1,0,0,1,0,0,0,0,MGYG000301047,pig-gut,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__RUG420;s__RUG420 sp900542575,MAG,97.87,0.67
0,0,0,0,0,0,0,0,0,0,0,0,MGYG000301048,pig-gut,d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Acidaminococcales;f__Acidaminococcaceae;g__Phascolarctobacterium_A;s__Phascolarctobacterium_A sp004558595,MAG,57.36,0.57
0,0,0,0,0,0,0,0,0,0,0,0,MGYG000301050,pig-gut,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Christensenellales;f__UBA1242;g__UBA6345;s__UBA6345 sp002437945,MAG,91.01,2.81
0,0,0,0,1,0,0,1,0,0,0,0,MGYG000301051,pig-gut,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__UBA932;g__Cryptobacteroides;s__,MAG,92.88,0.63
0,0,0,0,0,0,0,0,0,0,0,0,MGYG000301056,pig-gut,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__UMGS1889;s__,MAG,53.45,0.0
1,0,0,0,1,0,0,1,0,0,0,0,MGYG000301064,pig-gut,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Ruminococcus_E;s__,MAG,65.52,0.67
1,0,0,0,0,0,0,0,0,0,0,0,MGYG000301071,pig-gut,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__CAG-83;s__CAG-83 sp000431575,MAG,73.58,2.01
1,0,0,0,0,0,0,0,0,0,0,0,MGYG000301084,pig-gut,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Anaerobutyricum;s__Anaerobutyricum soehngenii,MAG,96.38,3.86
0,0,0,0,1,0,0,1,0,0,0,0,MGYG000301085,pig-gut,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__UBA932;g__Cryptobacteroides;s__Cryptobacteroides sp900546925,MAG,93.24,0.0
0,0,0,0,1,0,1,1,0,0,0,0,MGYG000301088,pig-gut,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__,MAG,97.98,0.0
0,0,0,0,1,0,0,1,0,0,0,0,MGYG000301089,pig-gut,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__Sodaliphilus;s__Sodaliphilus sp004557565,MAG,93.71,0.13
0,0,0,0,0,0,0,0,0,0,0,0,MGYG000301091,pig-gut,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides pyogenes,MAG,96.89,0.0
0,0,0,0,1,0,0,1,0,0,0,0,MGYG000301095,pig-gut,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__UBA932;g__Cryptobacteroides;s__Cryptobacteroides sp004552965,MAG,96.75,0.24
0,0,0,0,1,0,0,1,0,0,0,0,MGYG000301097,pig-gut,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__CAG-103;s__CAG-103 sp900317855,MAG,91.95,0.0
0,0,0,0,0,0,0,0,0,0,0,0,MGYG000301099,pig-gut,d__Bacteria;p__Firmicutes;c__Bacilli;o__RF39;f__UBA660;g__RUG591;s__RUG591 sp902797275,MAG,86.67,0.0
0,0,0,0,1,0,1,1,0,0,0,0,MGYG000301104,pig-gut,d__Bacteria;p__Firmicutes;c__Bacilli;o__Staphylococcales;f__Gemellaceae;g__Gemella;s__,MAG,86.99,0.57
0,0,0,0,1,0,0,1,0,0,0,0,MGYG000301109,pig-gut,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Eubacterium_R;s__,MAG,71.63,0.34
0,0,0,0,1,0,1,1,0,0,0,0,MGYG000301110,pig-gut,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__SFTJ01;s__SFTJ01 sp004563195,MAG,91.32,0.31
1,1,1,4,1,0,0,1,1,1,0,1,MGYG000301111,pig-gut,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Limosilactobacillus;s__Limosilactobacillus reuteri,MAG,99.45,0.0
0,0,0,0,0,0,0,0,0,0,0,0,MGYG000301112,pig-gut,d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Selenomonadales;f__Selenomonadaceae;g__Selenomonas_C;s__Selenomonas_C sp002351185,MAG,74.23,2.49
1,1,1,4,1,1,1,1,1,1,0,1,MGYG000301113,pig-gut,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus thermophilus,MAG,85.2,2.22
0,0,0,0,1,0,1,1,0,0,0,0,MGYG000301125,pig-gut,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Sporofaciens;s__,MAG,90.64,0.58
1,0,0,0,1,0,0,1,0,0,1,0,MGYG000301128,pig-gut,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Gemmiger;s__Gemmiger variabilis_B,MAG,95.67,0.68
0,0,0,0,1,0,0,1,0,0,0,0,MGYG000301136,pig-gut,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__W3P20-009;g__W3P20-009;s__W3P20-009 sp900766825,MAG,99.73,1.08
0,0,0,0,1,0,1,1,0,0,0,0,MGYG000301144,pig-gut,d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Veillonellales;f__Megasphaeraceae;g__Caecibacter;s__Caecibacter sp003467125,MAG,100.0,0.0
1,0,0,0,1,0,1,1,0,0,0,0,MGYG000301146,pig-gut,d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Helicobacteraceae;g__Helicobacter_D;s__,MAG,90.3,0.42
0,0,0,0,0,0,0,0,0,0,0,0,MGYG000301149,pig-gut,d__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__;s__,MAG,95.5,0.95
0,0,0,0,1,0,0,1,0,0,0,0,MGYG000301151,pig-gut,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__UBA932;g__Cryptobacteroides;s__Cryptobacteroides sp000434935,MAG,96.19,0.48
0,0,0,0,1,0,1,1,0,0,0,0,MGYG000301154,pig-gut,d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Acidaminococcales;f__Acidaminococcaceae;g__Phascolarctobacterium;s__Phascolarctobacterium faecium,MAG,99.98,1.7
1,0,0,0,0,0,0,0,0,0,0,0,MGYG000301158,pig-gut,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__CAG-170;s__CAG-170 sp002404795,MAG,89.69,0.67
0,0,0,0,0,0,0,0,0,0,0,0,MGYG000301159,pig-gut,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__W0P33-017;s__,MAG,82.41,0.75
0,0,0,0,0,0,0,0,0,0,0,0,MGYG000301161,pig-gut,d__Bacteria;p__Firmicutes;c__Bacilli;o__RF39;f__UBA660;g__Onthocola_B;s__Onthocola_B sp000438075,MAG,89.89,2.81
0,0,0,0,0,0,0,0,0,0,0,0,MGYG000301162,pig-gut,d__Bacteria;p__Firmicutes;c__Bacilli;o__RF39;f__UBA660;g__RUG591;s__,MAG,94.94,0.0
0,0,0,0,1,0,0,1,0,0,0,0,MGYG000301166,pig-gut,d__Bacteria;p__Desulfobacterota_I;c__Desulfovibrionia;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Desulfovibrio;s__Desulfovibrio sp900319575,MAG,96.33,0.79
1,0,0,0,1,0,0,1,0,0,0,0,MGYG000301167,pig-gut,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Dorea_A;s__Dorea_A longicatena,MAG,66.86,0.0
0,0,0,0,1,0,0,1,0,0,0,0,MGYG000301168,pig-gut,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__Limisoma;s__Limisoma sp004555955,MAG,94.15,0.38
0,0,0,0,1,0,0,1,0,0,0,0,MGYG000301173,pig-gut,d__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Holdemanella;s__Holdemanella porci,MAG,96.23,0.0
0,0,0,0,0,0,0,0,0,0,0,0,MGYG000301176,pig-gut,d__Bacteria;p__Firmicutes;c__Bacilli;o__RF39;f__UBA660;g__Faecisoma;s__Faecisoma sp000432255,MAG,85.39,1.12
1,0,0,0,1,0,0,1,0,0,0,0,MGYG000301177,pig-gut,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Limosilactobacillus;s__Limosilactobacillus mucosae,MAG,99.18,0.0
1,1,1,2,1,0,0,1,1,1,0,1,MGYG000301181,pig-gut,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__Blautia_A sp018919065,MAG,97.78,1.11
0,0,0,0,1,0,0,1,0,0,0,0,MGYG000301183,pig-gut,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Eubacterium_R;s__Eubacterium_R sp900542875,MAG,97.99,0.0
0,0,0,0,1,0,0,1,0,0,0,0,MGYG000301184,pig-gut,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__SFRY01;s__SFRY01 sp004562065,MAG,97.74,0.0
0,0,0,0,0,0,0,0,0,0,0,0,MGYG000301188,pig-gut,d__Bacteria;p__Firmicutes;c__Bacilli;o__RF39;f__UBA660;g__UMGS2068;s__UMGS2068 sp900769635,MAG,94.38,1.12
1,0,0,0,1,0,1,1,0,0,0,0,MGYG000301191,pig-gut,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Coprococcus_A;s__Coprococcus_A catus,MAG,98.66,0.67
0,0,0,0,1,0,0,1,0,0,0,0,MGYG000301192,pig-gut,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__UBA6398;s__UBA6398 sp003150315,MAG,96.79,0.37
1,0,0,0,1,0,0,1,0,0,0,0,MGYG000301196,pig-gut,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Agathobacter;s__Agathobacter sp900548765,MAG,97.19,0.59
0,0,0,0,1,0,0,1,0,0,0,0,MGYG000301197,pig-gut,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Roseburia;s__,MAG,99.52,1.45
0,0,0,0,1,0,0,1,0,0,0,0,MGYG000301200,pig-gut,d__Bacteria;p__Spirochaetota;c__Spirochaetia;o__Treponematales;f__Treponemataceae;g__Treponema_D;s__Treponema_D sp900769975,MAG,96.5,1.07
0,0,0,0,1,0,0,1,0,0,0,0,MGYG000301202,pig-gut,d__Bacteria;p__Desulfobacterota_I;c__Desulfovibrionia;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Desulfovibrio;s__,MAG,83.69,0.0
0,0,0,0,1,0,0,1,0,0,0,0,MGYG000301204,pig-gut,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Christensenellales;f__CAG-74;g__SFTH01;s__SFTH01 sp004554085,MAG,74.77,1.88
0,0,0,0,1,0,0,1,0,0,0,0,MGYG000301206,pig-gut,d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Acidaminococcales;f__Acidaminococcaceae;g__Acidaminococcus;s__Acidaminococcus sp900770265,MAG,100.0,0.0
1,0,0,0,1,0,0,1,0,0,0,0,MGYG000301207,pig-gut,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Butyricicoccaceae;g__Agathobaculum;s__Agathobaculum butyriciproducens,MAG,98.99,1.34
0,0,0,0,1,0,0,1,0,0,0,0,MGYG000301208,pig-gut,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__KLE1615;s__KLE1615 sp900066985,MAG,90.61,0.63
0,0,0,0,1,0,1,1,0,0,0,0,MGYG000301209,pig-gut,d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Veillonellales;f__Veillonellaceae;g__Veillonella;s__Veillonella caviae,MAG,99.9,0.0
0,0,0,0,1,0,0,1,0,0,0,0,MGYG000301210,pig-gut,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Fimenecus;s__Fimenecus sp900766945,MAG,97.65,0.0
1,1,1,4,1,0,1,0,1,1,0,1,MGYG000301211,pig-gut,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__;s__,MAG,82.74,0.95
0,0,0,0,1,0,0,1,0,0,0,0,MGYG000301212,pig-gut,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Alloprevotella;s__,MAG,68.63,1.46
0,0,0,0,0,0,0,0,0,0,0,0,MGYG000301223,pig-gut,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__TANB77;f__CAG-508;g__CAG-269;s__CAG-269 sp900552555,MAG,51.72,0.0
1,0,0,0,1,0,0,1,0,0,0,0,MGYG000301224,pig-gut,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Peptostreptococcales;f__Peptostreptococcaceae;g__Terrisporobacter;s__,MAG,99.3,0.0
0,0,0,0,1,0,0,1,0,0,0,0,MGYG000301225,pig-gut,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__UBA11774;s__UBA11774 sp900556645,MAG,97.99,0.08
0,0,0,0,0,0,0,0,0,0,0,0,MGYG000301228,pig-gut,d__Bacteria;p__Patescibacteria;c__Saccharimonadia;o__Saccharimonadales;f__Nanosyncoccaceae;g__Nanosyncoccus;s__,MAG,62.54,0.85
0,0,0,0,1,0,0,1,0,0,0,0,MGYG000301230,pig-gut,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Ligilactobacillus;s__Ligilactobacillus salivarius,MAG,98.69,0.0
1,0,0,0,1,0,0,1,0,0,1,0,MGYG000301231,pig-gut,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium;s__Faecalibacterium prausnitzii_E,MAG,96.47,0.0
0,0,0,0,0,0,0,0,0,0,0,0,MGYG000301232,pig-gut,d__Bacteria;p__Firmicutes;c__Bacilli;o__RF39;f__UBA660;g__UMGS2016;s__,MAG,94.38,1.28
0,0,0,0,0,0,0,0,0,0,0,0,MGYG000301233,pig-gut,d__Bacteria;p__Firmicutes;c__Bacilli;o__RF39;f__UBA660;g__CAG-533;s__CAG-533 sp900553855,MAG,91.01,1.12
1,0,0,0,1,0,0,1,0,0,0,0,MGYG000301234,pig-gut,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__,MAG,71.7,1.58
1,1,1,0,1,0,0,1,1,1,0,1,MGYG000301235,pig-gut,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Butyricicoccaceae;g__Butyricicoccus_A;s__,MAG,95.81,0.67
