ureC,ureB,ureA,urease_accessory_count,CA_any,CA_alpha,CA_beta,CA_gamma,urease_core_complete,urease_operon_single_contig,ureC_plus_CA_single_contig,MICP_gene_complete,cluster_rep,catalog,Lineage,Genome_type,Completeness,Contamination
0,0,0,0,1,0,1,1,0,0,0,0,MGYG000291297,cow-rumen,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__UBA1179;s__,MAG,89.16,1.8
1,1,1,4,1,0,0,1,1,1,0,1,MGYG000291298,cow-rumen,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Weimerbacter;s__Weimerbacter sp900315505,MAG,97.23,0.0
0,0,0,0,0,0,0,0,0,0,0,0,MGYG000291306,cow-rumen,d__Bacteria;p__Firmicutes;c__Bacilli;o__RF39;f__UBA660;g__RUG12783;s__RUG12783 sp902782535,MAG,94.18,2.0
0,0,0,0,0,0,0,0,0,0,0,0,MGYG000291310,cow-rumen,d__Bacteria;p__Firmicutes;c__Bacilli;o__RF39;f__UBA660;g__RUG13038;s__RUG13038 sp902801825,MAG,88.2,1.12
1,0,0,0,0,0,0,0,0,0,0,0,MGYG000291311,cow-rumen,d__Bacteria;p__Firmicutes_A;c__Clostridia_A;o__Christensenellales;f__Borkfalkiaceae;g__;s__,MAG,92.54,0.81
0,0,0,0,1,0,1,1,0,0,0,0,MGYG000291313,cow-rumen,d__Archaea;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobrevibacter_A;s__Methanobrevibacter_A sp902785855,MAG,97.81,1.39
0,0,0,0,1,0,1,1,0,0,0,0,MGYG000291314,cow-rumen,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__UBA932;g__RUG11257;s__,MAG,91.19,0.89
1,0,0,0,1,0,0,1,0,0,0,0,MGYG000291316,cow-rumen,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Butyrivibrio;s__,MAG,96.14,1.7
0,0,0,0,1,0,0,1,0,0,0,0,MGYG000291318,cow-rumen,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__ISDg;s__ISDg sp902795625,MAG,84.43,1.34
1,1,1,1,1,0,0,1,1,1,0,1,MGYG000291319,cow-rumen,d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Selenomonadales;f__Selenomonadaceae;g__RUG024;s__RUG024 sp900314765,MAG,98.73,0.0
1,0,0,0,1,0,1,1,0,0,0,0,MGYG000291320,cow-rumen,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__UBA1213;s__UBA1213 sp902772855,MAG,93.6,1.01
0,0,0,0,1,0,0,1,0,0,0,0,MGYG000291323,cow-rumen,d__Bacteria;p__Verrucomicrobiota;c__Kiritimatiellae;o__LD1-PB3;f__Lenti-01;g__CACXEY01;s__,MAG,89.33,1.13
0,0,0,0,0,0,0,0,0,0,0,0,MGYG000291324,cow-rumen,d__Bacteria;p__Firmicutes_A;c__Clostridia_A;o__Christensenellales;f__UBA1242;g__RUG666;s__RUG666 sp900321185,MAG,85.96,0.05
0,0,0,0,1,0,0,1,0,0,0,0,MGYG000291328,cow-rumen,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__ISDg;s__,MAG,81.54,1.03
1,0,0,0,1,0,1,1,0,0,0,0,MGYG000291334,cow-rumen,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__UBA1777;s__,MAG,93.71,1.4
0,0,0,0,0,0,0,0,0,0,0,0,MGYG000291337,cow-rumen,d__Bacteria;p__Cyanobacteria;c__Vampirovibrionia;o__Gastranaerophilales;f__Gastranaerophilaceae;g__UBA2813;s__,MAG,83.68,0.85
1,0,0,0,1,0,0,1,0,0,0,0,MGYG000291338,cow-rumen,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__RUG626;s__RUG626 sp900317385,MAG,96.76,0.89
0,0,0,0,1,0,1,1,0,0,0,0,MGYG000291339,cow-rumen,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Anaerobutyricum;s__,MAG,86.11,1.34
0,0,0,0,0,0,0,0,0,0,0,0,MGYG000291341,cow-rumen,d__Bacteria;p__Elusimicrobiota;c__Elusimicrobia;o__Elusimicrobiales;f__Elusimicrobiaceae;g__UBA1436;s__UBA1436 sp902781765,MAG,90.88,2.25
0,0,0,0,0,0,0,0,0,0,0,0,MGYG000291342,cow-rumen,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__UMGS1279;s__,MAG,83.53,1.23
0,0,0,0,1,0,0,1,0,0,0,0,MGYG000291346,cow-rumen,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Eubacterium_R;s__,MAG,94.97,0.0
0,0,0,0,1,0,1,1,0,0,0,0,MGYG000291348,cow-rumen,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__UBA932;g__RC9;s__RC9 sp902790635,MAG,84.76,0.33
1,0,0,0,1,0,0,1,0,0,0,0,MGYG000291350,cow-rumen,d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Selenomonadales;f__Selenomonadaceae;g__RUG643;s__RUG643 sp900321035,MAG,97.89,0.63
0,0,0,0,1,0,0,1,0,0,0,0,MGYG000291352,cow-rumen,d__Bacteria;p__Firmicutes_A;c__Clostridia_A;o__Christensenellales;f__CAG-74;g__UBA2862;s__UBA2862 sp902764285,MAG,97.11,2.71
0,0,0,0,1,0,0,1,0,0,0,0,MGYG000291353,cow-rumen,d__Archaea;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobrevibacter_A;s__Methanobrevibacter_A sp902782595,MAG,83.5,0.06
0,0,0,0,1,0,0,1,0,0,0,0,MGYG000291355,cow-rumen,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Monoglobales_A;f__UBA1381;g__UBA1738;s__,MAG,94.63,0.89
0,0,0,0,1,0,1,1,0,0,0,0,MGYG000291357,cow-rumen,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__UBA932;g__RC9;s__,MAG,86.18,1.11
1,0,0,0,1,0,1,0,0,0,0,0,MGYG000291358,cow-rumen,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Peptostreptococcales;f__Anaerovoracaceae;g__RUG099;s__RUG099 sp902793875,MAG,86.74,2.13
1,1,1,4,1,0,0,1,1,1,1,1,MGYG000291360,cow-rumen,d__Bacteria;p__Spirochaetota;c__Spirochaetia;o__Treponematales;f__Treponemataceae;g__Treponema_D;s__Treponema_D sp902792795,MAG,97.03,1.48
1,0,0,0,1,0,0,1,0,0,0,0,MGYG000291361,cow-rumen,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__UBA1777;s__UBA1777 sp900317375,MAG,93.49,0.56
0,0,0,0,1,0,1,1,0,0,0,0,MGYG000291365,cow-rumen,d__Bacteria;p__Cyanobacteria;c__Vampirovibrionia;o__Gastranaerophilales;f__Gastranaerophilaceae;g__UBA791;s__UBA791 sp902783785,MAG,87.59,0.43
0,0,0,0,1,0,1,1,0,0,0,0,MGYG000291366,cow-rumen,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Paludibacteraceae;g__RF16;s__RF16 sp900319105,MAG,90.45,0.54
0,0,0,0,1,0,1,1,0,0,0,0,MGYG000291367,cow-rumen,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__UBA932;g__RC9;s__RC9 sp902774155,MAG,93.71,0.24
1,0,0,0,1,0,0,1,0,0,0,0,MGYG000291369,cow-rumen,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__UBA737;s__,MAG,92.91,0.02
1,0,0,0,1,0,1,1,0,0,1,0,MGYG000291374,cow-rumen,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruminiclostridium_E;s__Ruminiclostridium_E sp002363155,MAG,95.3,0.75
1,0,0,0,1,0,0,1,0,0,0,0,MGYG000291375,cow-rumen,d__Bacteria;p__Firmicutes_A;c__Clostridia_A;o__Christensenellales;f__CAG-74;g__GCA-900199385;s__GCA-900199385 sp900322155,MAG,81.77,1.12
0,0,0,0,1,0,1,1,0,0,0,0,MGYG000291376,cow-rumen,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__UBA932;g__RC9;s__RC9 sp902766255,MAG,85.46,0.48
0,0,0,0,1,0,0,1,0,0,0,0,MGYG000291378,cow-rumen,d__Bacteria;p__Verrucomicrobiota;c__Kiritimatiellae;o__RFP12;f__UBA1067;g__UBA1067;s__UBA1067 sp002351765,MAG,86.46,1.38
0,0,0,0,1,0,1,1,0,0,0,0,MGYG000291379,cow-rumen,d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__RUG844;g__RUG844;s__RUG844 sp900313875,MAG,92.74,0.81
0,0,0,0,1,0,1,1,0,0,0,0,MGYG000291380,cow-rumen,d__Archaea;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobrevibacter;s__Methanobrevibacter sp902774685,MAG,91.33,1.2
0,0,0,0,0,0,0,0,0,0,0,0,MGYG000291382,cow-rumen,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rs-D84;f__Rs-D84;g__Rs-D84;s__Rs-D84 sp902798205,MAG,86.81,0.0
0,0,0,0,0,0,0,0,0,0,0,0,MGYG000291385,cow-rumen,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__RUG14215;s__RUG14215 sp902796915,MAG,85.55,1.34
0,0,0,0,1,0,1,1,0,0,0,0,MGYG000291386,cow-rumen,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella sp900317545,MAG,96.47,0.79
1,0,0,0,1,0,1,1,0,0,0,0,MGYG000291387,cow-rumen,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__UBA1777;s__UBA1777 sp002350825,MAG,92.72,0.0
1,0,0,0,1,0,0,1,0,0,0,0,MGYG000291389,cow-rumen,d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Selenomonadales;f__Selenomonadaceae;g__RUG643;s__RUG643 sp902782705,MAG,83.48,2.32
1,0,0,0,1,0,0,1,0,0,0,0,MGYG000291396,cow-rumen,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__UBA6857;s__,MAG,97.18,1.51
0,0,0,0,1,0,0,1,0,0,0,0,MGYG000291397,cow-rumen,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__UBA1179;s__UBA1179 sp902799685,MAG,90.37,1.98
0,0,0,0,0,0,0,0,0,0,0,0,MGYG000291398,cow-rumen,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Peptostreptococcales;f__Anaerovoracaceae;g__RUG14258;s__RUG14258 sp902797345,MAG,83.36,0.71
0,0,0,0,0,0,0,0,0,0,0,0,MGYG000291399,cow-rumen,d__Bacteria;p__Firmicutes;c__Bacilli;o__RF39;f__UBA660;g__CAG-1000;s__CAG-1000 sp900313815,MAG,80.43,4.21
1,0,0,0,1,0,0,1,0,0,0,0,MGYG000291400,cow-rumen,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__RUG806;s__,MAG,85.28,2.4
0,0,0,0,1,0,1,1,0,0,0,0,MGYG000291403,cow-rumen,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Eubacterium_Q;s__Eubacterium_Q sp900321505,MAG,84.93,1.34
0,0,0,0,1,0,1,1,0,0,0,0,MGYG000291408,cow-rumen,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__UBA932;g__RC9;s__,MAG,91.1,0.95
0,0,0,0,0,0,0,0,0,0,0,0,MGYG000291411,cow-rumen,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__RF32;f__CAG-239;g__;s__,MAG,92.94,1.08
1,0,0,0,1,0,0,1,0,0,0,0,MGYG000291412,cow-rumen,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__;s__,MAG,89.64,2.68
0,0,0,0,1,0,1,1,0,0,0,0,MGYG000291413,cow-rumen,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__Sodaliphilus;s__Sodaliphilus sp900322135,MAG,82.99,2.45
0,0,0,0,1,0,0,1,0,0,0,0,MGYG000291414,cow-rumen,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Eubacterium_Q;s__Eubacterium_Q sp900321215,MAG,85.71,0.95
0,0,0,0,1,0,0,1,0,0,0,0,MGYG000291416,cow-rumen,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__,MAG,94.28,1.11
0,0,0,0,0,0,0,0,0,0,0,0,MGYG000291417,cow-rumen,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__RF32;f__CAG-239;g__51-20;s__51-20 sp902795665,MAG,89.01,0.0
0,0,0,0,1,0,1,1,0,0,0,0,MGYG000291418,cow-rumen,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__UBA932;g__RC9;s__RC9 sp902789395,MAG,93.81,1.59
0,0,0,0,1,1,0,1,0,0,0,0,MGYG000291419,cow-rumen,d__Bacteria;p__Verrucomicrobiota;c__Lentisphaeria;o__Victivallales;f__UBA1829;g__UBA1732;s__UBA1732 sp900320095,MAG,90.47,2.36
0,0,0,0,0,0,0,0,0,0,0,0,MGYG000291421,cow-rumen,d__Bacteria;p__Firmicutes;c__Bacilli;o__RFN20;f__CAG-826;g__UBA2450;s__UBA2450 sp900314865,MAG,98.31,3.37
1,0,0,0,1,0,0,1,0,0,0,0,MGYG000291422,cow-rumen,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__CAG-791;s__CAG-791 sp900317475,MAG,95.47,0.69
0,0,0,0,1,0,0,1,0,0,0,0,MGYG000291423,cow-rumen,d__Bacteria;p__Firmicutes_A;c__Clostridia_A;o__Christensenellales;f__CAG-74;g__UBA4246;s__UBA4246 sp902766515,MAG,83.11,3.85
0,0,0,0,0,0,0,0,0,0,0,0,MGYG000291424,cow-rumen,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__WCHB1-69;g__UBA1205;s__UBA1205 sp002309475,MAG,96.77,0.54
0,0,0,0,0,0,0,0,0,0,0,0,MGYG000291426,cow-rumen,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__F082;g__F082;s__F082 sp900321315,MAG,85.56,1.9
0,0,0,0,1,0,1,1,0,0,0,0,MGYG000291427,cow-rumen,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella sp900317405,MAG,93.25,0.74
0,0,0,0,0,0,0,0,0,0,0,0,MGYG000291429,cow-rumen,d__Bacteria;p__Firmicutes;c__Bacilli;o__RFN20;f__CAG-826;g__RUG14515;s__RUG14515 sp902782395,MAG,83.52,4.91
0,0,0,0,1,0,0,1,0,0,0,0,MGYG000291430,cow-rumen,d__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Pirellulales;f__Thermoguttaceae;g__RUG369;s__RUG369 sp900317365,MAG,93.45,0.57
0,0,0,0,1,0,1,1,0,0,0,0,MGYG000291438,cow-rumen,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__UBA2918;s__,MAG,96.24,0.84
1,0,0,0,1,0,0,1,0,0,0,0,MGYG000291441,cow-rumen,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__UBA932;g__RC9;s__RC9 sp900318445,MAG,91.58,0.16
0,0,0,0,1,0,1,1,0,0,0,0,MGYG000291443,cow-rumen,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Ruminococcus_E;s__Ruminococcus_E sp902794395,MAG,98.43,0.0
0,0,0,0,1,0,1,1,0,0,0,0,MGYG000291444,cow-rumen,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__F082;g__F082;s__F082 sp900318265,MAG,86.31,1.88
0,0,0,0,1,0,0,1,0,0,0,0,MGYG000291447,cow-rumen,d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Acidaminococcales;f__Acidaminococcaceae;g__Succiniclasticum;s__Succiniclasticum sp900315345,MAG,97.04,2.4
1,0,0,0,1,0,0,1,0,0,0,0,MGYG000291448,cow-rumen,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__CAG-791;s__CAG-791 sp900320335,MAG,90.41,1.67
1,0,0,0,1,0,0,1,0,0,0,0,MGYG000291449,cow-rumen,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruminococcus_D;s__Ruminococcus_D sp902762735,MAG,98.63,1.37
0,0,0,0,1,0,0,1,0,0,0,0,MGYG000291452,cow-rumen,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__UBA4372;s__UBA4372 sp902801485,MAG,88.1,0.87
0,0,0,0,1,0,0,1,0,0,0,0,MGYG000291459,cow-rumen,d__Bacteria;p__Firmicutes_A;c__Clostridia_A;o__Christensenellales;f__Borkfalkiaceae;g__;s__,MAG,93.95,0.81
0,0,0,0,1,0,1,1,0,0,0,0,MGYG000291461,cow-rumen,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus equinus,MAG,96.07,0.75
1,0,0,0,1,0,0,1,0,0,1,0,MGYG000291462,cow-rumen,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__TANB77;f__CAG-508;g__UBA7001;s__UBA7001 sp002449785,MAG,86.69,2.56
0,0,0,0,1,0,1,1,0,0,0,0,MGYG000291463,cow-rumen,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__Sodaliphilus;s__Sodaliphilus sp902793405,MAG,89.87,0.88
1,0,0,0,1,0,1,1,0,0,0,0,MGYG000291464,cow-rumen,d__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Bulleidia;s__Bulleidia sp902797775,MAG,87.3,3.81
1,0,0,0,1,0,0,1,0,0,0,0,MGYG000291467,cow-rumen,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Agathobacter;s__Agathobacter faecis,MAG,98.25,1.93
0,0,0,0,1,0,0,1,0,0,0,0,MGYG000291468,cow-rumen,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella sp002480935,MAG,98.22,0.0
0,0,0,0,1,0,1,1,0,0,0,0,MGYG000291472,cow-rumen,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__UBA1777;s__UBA1777 sp002450075,MAG,85.5,4.42
0,0,0,0,1,0,1,1,0,0,0,0,MGYG000291478,cow-rumen,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella sp900313615,MAG,98.91,1.42
0,0,0,0,0,0,0,0,0,0,0,0,MGYG000291479,cow-rumen,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Succinivibrionaceae;g__Ruminobacter;s__Ruminobacter sp900315145,MAG,97.76,0.19
0,0,0,0,1,0,1,1,0,0,0,0,MGYG000291481,cow-rumen,d__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__RUG11872;s__RUG11872 sp902782505,MAG,81.6,1.26
0,0,0,0,1,0,1,1,0,0,0,0,MGYG000291482,cow-rumen,d__Archaea;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobrevibacter_B;s__Methanobrevibacter_B boviskoreani,MAG,97.6,0.8
0,0,0,0,0,0,0,0,0,0,0,0,MGYG000291483,cow-rumen,d__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__UBA636;s__,MAG,96.05,0.0
0,0,0,0,1,0,0,1,0,0,0,0,MGYG000291484,cow-rumen,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella sp902761905,MAG,95.09,0.74
0,0,0,0,1,0,0,1,0,0,0,0,MGYG000291486,cow-rumen,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__UBA4372;s__,MAG,94.86,0.68
1,0,0,0,1,0,1,1,0,0,0,0,MGYG000291487,cow-rumen,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Peptostreptococcales;f__Anaerovoracaceae;g__RUG099;s__RUG099 sp902774195,MAG,82.25,4.94
0,0,0,0,1,0,0,1,0,0,0,0,MGYG000291488,cow-rumen,d__Bacteria;p__Verrucomicrobiota;c__Kiritimatiellae;o__LD1-PB3;f__Lenti-01;g__CACXEY01;s__,MAG,88.04,2.03
0,0,0,0,1,0,0,1,0,0,0,0,MGYG000291491,cow-rumen,d__Bacteria;p__Fibrobacterota;c__Fibrobacteria;o__Fibrobacterales;f__CADBQJ01;g__CADBQJ01;s__CADBQJ01 sp902796785,MAG,94.51,0.0
0,0,0,0,1,0,1,1,0,0,0,0,MGYG000291493,cow-rumen,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Lachnoclostridium_B;s__,MAG,89.75,1.78
0,0,0,0,1,0,1,1,0,0,0,0,MGYG000291494,cow-rumen,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella sp900107705,MAG,83.47,1.6
0,0,0,0,0,0,0,0,0,0,0,0,MGYG000291495,cow-rumen,d__Bacteria;p__Firmicutes;c__Bacilli;o__RF39;f__UBA660;g__RUG11215;s__RUG11215 sp902766875,MAG,81.73,0.0
0,0,0,0,1,0,1,1,0,0,0,0,MGYG000291496,cow-rumen,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Eubacterium_F;s__Eubacterium_F sp900319095,MAG,99.33,0.0
0,0,0,0,0,0,0,0,0,0,0,0,MGYG000291497,cow-rumen,d__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__RUG14871;s__RUG14871 sp902803495,MAG,92.38,0.09
0,0,0,0,0,0,0,0,0,0,0,0,MGYG000291498,cow-rumen,d__Bacteria;p__Firmicutes;c__Bacilli;o__RF39;f__UBA660;g__UBA3789;s__UBA3789 sp902783435,MAG,81.7,3.37
0,0,0,0,1,0,0,1,0,0,0,0,MGYG000291501,cow-rumen,d__Bacteria;p__Firmicutes_A;c__Clostridia_A;o__Christensenellales;f__CAG-74;g__RUG563;s__RUG563 sp900320085,MAG,88.31,1.28
0,0,0,0,0,0,0,0,0,0,0,0,MGYG000291504,cow-rumen,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__RF32;f__CAG-239;g__UBA1254;s__UBA1254 sp902767055,MAG,90.11,0.18
0,0,0,1,0,0,0,0,0,0,0,0,MGYG000291505,cow-rumen,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__UBA4285;s__UBA4285 sp902784025,MAG,83.1,4.36
0,0,0,0,0,0,0,0,0,0,0,0,MGYG000291506,cow-rumen,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__UBA932;g__RC9;s__RC9 sp900319485,MAG,89.59,0.87
0,0,0,0,0,0,0,0,0,0,0,0,MGYG000291508,cow-rumen,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__UBA4372;s__UBA4372 sp902763865,MAG,88.96,0.93
1,0,0,0,0,0,0,0,0,0,0,0,MGYG000291509,cow-rumen,d__Bacteria;p__Firmicutes;c__Bacilli;o__RFN20;f__CAG-826;g__UBA2450;s__,MAG,80.84,3.37
0,0,0,0,0,0,0,0,0,0,0,0,MGYG000291511,cow-rumen,d__Bacteria;p__Firmicutes_A;c__Clostridia_A;o__Christensenellales;f__DTU072;g__CAG-1782;s__CAG-1782 sp002349735,MAG,89.25,0.0
1,1,1,4,1,0,0,1,1,1,0,1,MGYG000291512,cow-rumen,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__UBA1066;s__UBA1066 sp900315305,MAG,97.45,0.0
0,0,0,0,1,0,0,1,0,0,0,0,MGYG000291514,cow-rumen,d__Bacteria;p__Spirochaetota;c__Spirochaetia;o__Treponematales;f__Treponemataceae;g__Treponema_D;s__Treponema_D sp002369025,MAG,87.06,3.15
1,0,0,0,1,0,0,1,0,0,0,0,MGYG000291523,cow-rumen,d__Bacteria;p__Verrucomicrobiota;c__Kiritimatiellae;o__RFP12;f__UBA3636;g__UBA3636;s__,MAG,86.37,1.18
1,0,0,0,1,0,0,1,0,0,0,0,MGYG000291527,cow-rumen,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__CAG-177;s__,MAG,82.62,0.0
0,0,0,0,1,0,1,1,0,0,0,0,MGYG000291528,cow-rumen,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Paludibacteraceae;g__RF16;s__RF16 sp900317745,MAG,91.67,0.0
1,0,0,0,1,0,1,1,0,0,0,0,MGYG000291531,cow-rumen,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__UBA6987;s__UBA6987 sp902783765,MAG,83.1,1.82
1,0,0,0,1,0,1,1,0,0,0,0,MGYG000291532,cow-rumen,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__RUG11200;s__RUG11200 sp902783965,MAG,92.83,0.0
1,0,0,0,1,0,0,1,0,0,0,0,MGYG000291533,cow-rumen,d__Bacteria;p__Firmicutes_A;c__Clostridia_A;o__Christensenellales;f__CAG-74;g__GCA-900199385;s__GCA-900199385 sp900318145,MAG,92.13,0.27
0,0,0,0,1,0,1,1,0,0,0,0,MGYG000291536,cow-rumen,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__UBA932;g__RC9;s__RC9 sp900319185,MAG,96.9,0.48
