ureC,ureB,ureA,urease_accessory_count,CA_any,CA_alpha,CA_beta,CA_gamma,urease_core_complete,urease_operon_single_contig,ureC_plus_CA_single_contig,MICP_gene_complete,cluster_rep,catalog,Lineage,Genome_type,Completeness,Contamination
0,0,0,0,0,0,0,0,0,0,0,0,MGYG000292327,cow-rumen,d__Bacteria;p__Cyanobacteria;c__Vampirovibrionia;o__Gastranaerophilales;f__Gastranaerophilaceae;g__Zag1;s__,MAG,86.79,2.56
0,0,0,0,1,0,1,1,0,0,0,0,MGYG000292329,cow-rumen,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__Sodaliphilus;s__Sodaliphilus sp002396085,MAG,95.66,0.2
0,0,0,0,1,0,0,1,0,0,0,0,MGYG000292331,cow-rumen,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella sp902778255,MAG,98.08,1.59
0,0,0,0,1,0,0,1,0,0,0,0,MGYG000292334,cow-rumen,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__RUG191;s__RUG191 sp900316395,MAG,95.77,0.5
1,0,0,0,1,0,0,1,0,0,0,0,MGYG000292338,cow-rumen,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__CAG-791;s__CAG-791 sp900320025,MAG,94.97,0.98
0,0,0,0,1,0,0,1,0,0,0,0,MGYG000292341,cow-rumen,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Saccharofermentanales;f__Saccharofermentanaceae;g__Saccharofermentans;s__Saccharofermentans sp003149065,MAG,86.09,1.48
1,0,0,0,1,0,0,1,0,0,0,0,MGYG000292344,cow-rumen,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Saccharofermentanales;f__Saccharofermentanaceae;g__Saccharofermentans;s__Saccharofermentans sp900176545,MAG,96.43,0.0
0,0,0,0,0,0,0,0,0,0,0,0,MGYG000292345,cow-rumen,d__Bacteria;p__Firmicutes;c__Bacilli;o__RF39;f__UBA660;g__RUG11224;s__RUG11224 sp902767005,MAG,82.85,4.49
0,0,0,0,1,0,0,1,0,0,0,0,MGYG000292349,cow-rumen,d__Archaea;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobrevibacter_A;s__Methanobrevibacter_A sp902796575,MAG,82.16,1.6
1,0,0,0,1,0,0,1,0,0,0,0,MGYG000292352,cow-rumen,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__UBA6857;s__,MAG,96.86,0.0
0,0,0,0,1,0,0,1,0,0,0,0,MGYG000292353,cow-rumen,d__Bacteria;p__Verrucomicrobiota;c__Lentisphaeria;o__Victivallales;f__UBA1829;g__UBA11452;s__,MAG,86.07,2.03
0,0,0,0,1,0,1,1,0,0,0,0,MGYG000292356,cow-rumen,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__,MAG,95.44,2.47
0,0,0,0,1,0,0,1,0,0,0,0,MGYG000292357,cow-rumen,d__Bacteria;p__Firmicutes_A;c__Clostridia_A;o__Christensenellales;f__CAG-74;g__SFMI01;s__SFMI01 sp902787835,MAG,80.51,0.67
0,0,0,0,1,0,0,1,0,0,0,0,MGYG000292358,cow-rumen,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__UBA4372;s__UBA4372 sp902775385,MAG,90.5,0.0
0,0,0,0,1,0,1,1,0,0,0,0,MGYG000292360,cow-rumen,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__P3;g__UBA1711;s__,MAG,87.1,1.48
0,0,0,0,0,0,0,0,0,0,0,0,MGYG000292363,cow-rumen,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rs-D84;f__Rs-D84;g__Rs-D84;s__Rs-D84 sp902774285,MAG,86.31,0.0
0,0,0,0,1,0,0,1,0,0,0,0,MGYG000292367,cow-rumen,d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Atopobiaceae;g__RUG440;s__RUG440 sp902793465,MAG,99.19,1.61
0,0,0,0,0,0,0,0,0,0,0,0,MGYG000292368,cow-rumen,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__F082;g__F082;s__,MAG,84.82,1.61
0,0,0,0,1,0,1,1,0,0,0,0,MGYG000292371,cow-rumen,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__Sodaliphilus;s__Sodaliphilus sp902782545,MAG,82.73,2.01
1,0,0,0,1,0,0,1,0,0,0,0,MGYG000292372,cow-rumen,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruminococcus_D;s__Ruminococcus_D sp902786965,MAG,93.88,0.0
0,0,0,0,1,0,1,1,0,0,0,0,MGYG000292374,cow-rumen,d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Atopobiaceae;g__CACXFF01;s__CACXFF01 sp902766805,MAG,83.36,0.88
0,0,0,0,0,0,0,0,0,0,0,0,MGYG000292375,cow-rumen,d__Bacteria;p__Firmicutes;c__Bacilli;o__Acholeplasmatales;f__Anaeroplasmataceae;g__Anaeroplasma;s__,MAG,97.33,1.33
1,0,0,0,0,0,0,0,0,0,0,0,MGYG000292376,cow-rumen,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruminococcus;s__Ruminococcus flavefaciens_F,MAG,83.14,0.89
0,0,0,0,0,0,0,0,0,0,0,0,MGYG000292379,cow-rumen,d__Bacteria;p__Firmicutes;c__Bacilli;o__RF39;f__UBA660;g__UBA5026;s__UBA5026 sp900313725,MAG,90.45,2.25
0,0,0,0,1,0,1,0,0,0,0,0,MGYG000292381,cow-rumen,d__Bacteria;p__Cyanobacteria;c__Vampirovibrionia;o__Gastranaerophilales;f__Gastranaerophilaceae;g__UBA2883;s__UBA2883 sp902783125,MAG,80.24,0.28
0,0,0,0,1,0,1,1,0,0,0,0,MGYG000292385,cow-rumen,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__P3;g__UBA1711;s__UBA1711 sp902800395,MAG,94.62,1.08
0,0,0,0,1,0,1,1,0,0,0,0,MGYG000292386,cow-rumen,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__,MAG,80.49,1.91
1,0,0,0,1,0,0,1,0,0,0,0,MGYG000292387,cow-rumen,d__Bacteria;p__Fibrobacterota;c__Fibrobacteria;o__Fibrobacterales;f__Fibrobacteraceae;g__Fibrobacter;s__Fibrobacter sp900142495,MAG,94.51,0.0
1,0,0,0,1,0,0,1,0,0,0,0,MGYG000292389,cow-rumen,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruminococcus_D;s__Ruminococcus_D sp902767035,MAG,92.76,0.17
1,0,0,0,0,0,0,0,0,0,0,0,MGYG000292390,cow-rumen,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__UBA3766;s__UBA3766 sp902790275,MAG,80.89,2.05
0,0,0,0,0,0,0,0,0,0,0,0,MGYG000292392,cow-rumen,d__Bacteria;p__Cyanobacteria;c__Vampirovibrionia;o__Gastranaerophilales;f__Gastranaerophilaceae;g__CAG-196;s__,MAG,80.63,0.0
1,0,0,0,1,0,0,1,0,0,0,0,MGYG000292393,cow-rumen,d__Bacteria;p__Firmicutes;c__Bacilli;o__RFN20;f__CAG-826;g__UBA4951;s__UBA4951 sp902793515,MAG,89.21,4.49
0,0,0,0,1,0,1,1,0,0,0,0,MGYG000292396,cow-rumen,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella sp902792855,MAG,96.76,1.23
0,0,0,0,1,0,0,1,0,0,0,0,MGYG000292400,cow-rumen,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__UBA932;g__RC9;s__,MAG,82.67,1.95
0,0,0,0,1,0,1,1,0,0,0,0,MGYG000292401,cow-rumen,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__WCHB1-69;g__RUG11942;s__RUG11942 sp902774205,MAG,86.2,3.23
1,0,0,0,1,0,0,1,0,0,0,0,MGYG000292402,cow-rumen,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__CAG-177;s__,MAG,82.21,1.01
1,0,0,0,1,0,1,1,0,0,0,0,MGYG000292403,cow-rumen,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Saccharofermentanales;f__Saccharofermentanaceae;g__Firm-16;s__,MAG,86.48,1.83
0,0,0,0,1,0,1,1,0,0,0,0,MGYG000292407,cow-rumen,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella sp900315765,MAG,95.16,0.56
1,0,0,0,1,0,0,1,0,0,0,0,MGYG000292414,cow-rumen,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__CAG-272;g__UMGS1696;s__UMGS1696 sp902783755,MAG,84.45,4.36
0,0,0,0,1,0,0,1,0,0,0,0,MGYG000292415,cow-rumen,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__CAG-272;g__RUG14199;s__,MAG,93.62,2.44
1,0,0,0,1,0,0,1,0,0,0,0,MGYG000292422,cow-rumen,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__UBA1212;f__;g__;s__,MAG,98.95,0.7
0,0,0,0,0,0,0,0,0,0,0,0,MGYG000292425,cow-rumen,d__Bacteria;p__Firmicutes_A;c__Clostridia_A;o__Christensenellales;f__UBA1242;g__UBA9845;s__UBA9845 sp902796635,MAG,85.03,2.25
1,0,0,0,1,0,0,1,0,0,0,0,MGYG000292426,cow-rumen,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__TANB77;f__CAG-508;g__UBA7001;s__,MAG,84.01,2.24
0,0,0,0,1,0,1,1,0,0,0,0,MGYG000292428,cow-rumen,d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Atopobiaceae;g__UBA1367;s__UBA1367 sp902797175,MAG,82.28,2.02
1,0,0,0,1,0,1,1,0,0,0,0,MGYG000292429,cow-rumen,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__UBA1213;s__UBA1213 sp902785555,MAG,97.76,0.0
0,0,0,0,0,0,0,0,0,0,0,0,MGYG000292431,cow-rumen,d__Bacteria;p__Firmicutes_A;c__Clostridia_A;o__Christensenellales;f__Borkfalkiaceae;g__UBA1259;s__,MAG,89.49,1.01
0,0,0,0,0,0,0,0,0,0,0,0,MGYG000292432,cow-rumen,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__RF32;f__CAG-239;g__RUG410;s__RUG410 sp900320035,MAG,86.25,0.0
0,0,0,0,1,0,1,1,0,0,0,0,MGYG000292436,cow-rumen,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__P3;g__UBA1217;s__UBA1217 sp900316965,MAG,94.35,1.08
0,0,0,0,0,0,0,0,0,0,0,0,MGYG000292437,cow-rumen,d__Bacteria;p__Firmicutes;c__Bacilli;o__RF39;f__UBA660;g__CAG-1000;s__CAG-1000 sp902764145,MAG,92.7,0.56
1,0,0,0,1,0,1,1,0,0,0,0,MGYG000292442,cow-rumen,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__CAG-110;s__,MAG,90.52,0.67
0,0,0,0,0,0,0,0,0,0,0,0,MGYG000292445,cow-rumen,d__Bacteria;p__Firmicutes_A;c__Clostridia_A;o__Christensenellales;f__CAG-74;g__RUG756;s__RUG756 sp902803675,MAG,86.4,2.31
0,0,0,0,1,0,1,1,0,0,0,0,MGYG000292446,cow-rumen,d__Bacteria;p__Firmicutes;c__Bacilli;o__RFN20;f__CAG-826;g__UBA2450;s__UBA2450 sp902800645,MAG,92.7,1.17
0,0,0,0,0,0,0,0,0,0,0,0,MGYG000292447,cow-rumen,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__UBA932;g__RC9;s__RC9 sp902794615,MAG,83.02,0.81
1,0,0,0,1,0,0,1,0,0,0,0,MGYG000292448,cow-rumen,d__Bacteria;p__Firmicutes_A;c__Clostridia_A;o__Christensenellales;f__CAG-74;g__UBA2862;s__UBA2862 sp900315585,MAG,97.11,3.49
0,0,0,0,1,0,0,1,0,0,0,0,MGYG000292451,cow-rumen,d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Acidaminococcales;f__Acidaminococcaceae;g__Acidaminococcus;s__Acidaminococcus sp900315205,MAG,99.4,0.0
0,0,0,0,0,0,0,0,0,0,0,0,MGYG000292452,cow-rumen,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__Sodaliphilus;s__,MAG,95.37,0.97
0,0,0,0,1,0,0,1,0,0,0,0,MGYG000292455,cow-rumen,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Ruminococcus_E;s__Ruminococcus_E sp902787145,MAG,88.17,3.64
0,0,0,0,0,0,0,0,0,0,0,0,MGYG000292457,cow-rumen,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__UBA932;g__RC9;s__RC9 sp002361625,MAG,89.6,0.0
1,0,0,0,1,0,0,1,0,0,0,0,MGYG000292458,cow-rumen,d__Bacteria;p__Firmicutes_A;c__Clostridia_A;o__Christensenellales;f__CAG-74;g__UBA2943;s__UBA2943 sp002350845,MAG,95.8,0.0
0,0,0,0,0,0,0,0,0,0,0,0,MGYG000292459,cow-rumen,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rs-D84;f__Rs-D84;g__Rs-D84;s__,MAG,88.46,0.06
0,0,0,0,1,0,0,1,0,0,0,0,MGYG000292462,cow-rumen,d__Bacteria;p__Spirochaetota;c__Spirochaetia;o__Treponematales;f__Treponemataceae;g__Treponema_D;s__Treponema_D sp902799665,MAG,93.71,0.0
0,0,0,0,1,0,0,1,0,0,0,0,MGYG000292463,cow-rumen,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__UBA4334;s__UBA4334 sp900318775,MAG,91.03,0.19
0,0,0,0,1,0,1,1,0,0,0,0,MGYG000292465,cow-rumen,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__UBA1179;s__,MAG,81.48,1.98
0,0,0,0,1,0,1,1,0,0,0,0,MGYG000292469,cow-rumen,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__WCHB1-69;g__F23-D06;s__F23-D06 sp900316305,MAG,95.05,0.54
0,0,0,0,1,0,1,1,0,0,0,0,MGYG000292470,cow-rumen,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__UBA932;g__RC9;s__,MAG,95.46,0.87
1,0,0,0,1,0,0,1,0,0,1,0,MGYG000292471,cow-rumen,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__;s__,MAG,89.49,0.0
0,0,0,0,0,0,0,0,0,0,0,0,MGYG000292477,cow-rumen,d__Bacteria;p__Patescibacteria;c__Saccharimonadia;o__Saccharimonadales;f__Saccharimonadaceae;g__UBA2866;s__,MAG,84.17,0.0
0,0,0,0,1,0,1,1,0,0,0,0,MGYG000292478,cow-rumen,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Paludibacteraceae;g__RF16;s__RF16 sp902799705,MAG,90.25,0.0
0,0,0,0,1,0,0,1,0,0,0,0,MGYG000292479,cow-rumen,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__SZUA-534;g__RUG13583;s__RUG13583 sp902790595,MAG,98.57,0.0
0,0,0,0,1,0,0,1,0,0,0,0,MGYG000292480,cow-rumen,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella sp900315955,MAG,96.0,0.84
1,0,0,0,1,0,0,1,0,0,0,0,MGYG000292481,cow-rumen,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Stomatobaculum;s__Stomatobaculum sp902766175,MAG,97.2,1.77
1,0,0,0,0,0,0,0,0,0,0,0,MGYG000292483,cow-rumen,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Peptostreptococcales;f__Anaerovoracaceae;g__RUG11894;s__,MAG,80.52,1.72
1,0,0,0,1,0,0,1,0,0,0,0,MGYG000292484,cow-rumen,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Eubacterium_Q;s__Eubacterium_Q sp000702245,MAG,97.09,1.01
0,0,0,0,1,0,1,1,0,0,0,0,MGYG000292487,cow-rumen,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__P3;g__UBA1217;s__,MAG,94.35,2.73
1,0,0,0,1,0,1,1,0,0,0,0,MGYG000292488,cow-rumen,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Lachnospira;s__Lachnospira sp003537285,MAG,98.66,0.67
0,0,0,0,0,0,0,0,0,0,0,0,MGYG000292489,cow-rumen,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__UBA737;s__,MAG,90.94,0.0
0,0,0,0,1,0,1,1,0,0,0,0,MGYG000292492,cow-rumen,d__Bacteria;p__Firmicutes;c__Bacilli;o__RFN20;f__CAG-826;g__UBA733;s__UBA733 sp902773005,MAG,92.9,3.53
1,0,0,0,1,0,0,1,0,0,0,0,MGYG000292495,cow-rumen,d__Bacteria;p__Firmicutes_A;c__Clostridia_A;o__Christensenellales;f__CAG-74;g__UBA4246;s__UBA4246 sp902760595,MAG,90.73,0.4
0,0,0,0,1,0,1,1,0,0,0,0,MGYG000292496,cow-rumen,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella sp900315835,MAG,98.04,2.39
1,0,0,0,1,0,0,1,0,0,0,0,MGYG000292500,cow-rumen,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Oribacterium;s__Oribacterium sp900315665,MAG,96.68,0.0
0,0,0,0,1,0,1,1,0,0,0,0,MGYG000292501,cow-rumen,d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Selenomonadales;f__Selenomonadaceae;g__Selenomonas_A;s__Selenomonas_A ruminantium_F,MAG,83.62,3.68
1,0,0,0,1,0,1,1,0,0,0,0,MGYG000292503,cow-rumen,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__UBA1213;s__UBA1213 sp902783855,MAG,93.96,1.23
0,0,0,0,1,0,0,1,0,0,0,0,MGYG000292509,cow-rumen,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Succinivibrionaceae;g__UBA2804;s__UBA2804 sp900319705,MAG,93.97,0.57
0,0,0,0,1,0,0,1,0,0,0,0,MGYG000292512,cow-rumen,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__UBA1179;s__UBA1179 sp900318995,MAG,91.22,1.61
1,0,0,0,1,0,1,1,0,0,1,0,MGYG000292513,cow-rumen,d__Bacteria;p__Firmicutes;c__Bacilli;o__Acholeplasmatales;f__Anaeroplasmataceae;g__;s__,MAG,92.27,1.33
1,0,0,0,1,0,0,1,0,0,0,0,MGYG000292516,cow-rumen,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Saccharofermentanales;f__Saccharofermentanaceae;g__Saccharofermentans;s__Saccharofermentans sp900111435,MAG,95.37,0.0
0,0,0,0,1,0,1,1,0,0,0,0,MGYG000292517,cow-rumen,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella sp900314715,MAG,98.38,0.74
0,0,0,0,1,0,1,1,0,0,0,0,MGYG000292518,cow-rumen,d__Bacteria;p__Firmicutes;c__Bacilli;o__RFN20;f__CAG-826;g__RUG14515;s__RUG14515 sp902777015,MAG,87.06,0.88
0,0,0,0,1,0,1,1,0,0,0,0,MGYG000292519,cow-rumen,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__Sodaliphilus;s__Sodaliphilus sp900317835,MAG,92.7,0.88
1,1,1,3,1,0,1,1,1,1,0,1,MGYG000292520,cow-rumen,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Peptostreptococcales;f__Anaerovoracaceae;g__UBA1191;s__UBA1191 sp902786815,MAG,84.4,0.0
0,0,0,0,0,0,0,0,0,0,0,0,MGYG000292521,cow-rumen,d__Bacteria;p__Firmicutes;c__Bacilli;o__RF39;f__UBA660;g__RUG12438;s__RUG12438 sp902779035,MAG,84.55,1.69
0,0,0,0,0,0,0,0,0,0,0,0,MGYG000292523,cow-rumen,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rs-D84;f__Rs-D84;g__Rs-D84;s__Rs-D84 sp902790415,MAG,87.91,0.0
0,0,0,0,1,0,1,1,0,0,0,0,MGYG000292524,cow-rumen,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__UBA932;g__UBA1232;s__UBA1232 sp900316795,MAG,94.43,0.0
1,0,0,0,1,0,0,1,0,0,0,0,MGYG000292525,cow-rumen,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Ruminococcus_E;s__Ruminococcus_E sp900320995,MAG,86.61,4.14
0,0,0,0,1,0,1,1,0,0,0,0,MGYG000292527,cow-rumen,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__F082;g__F082;s__F082 sp902789915,MAG,82.74,2.15
0,0,0,0,1,0,0,1,0,0,0,0,MGYG000292528,cow-rumen,d__Bacteria;p__Firmicutes_A;c__Clostridia_A;o__Christensenellales;f__CAG-74;g__RUG563;s__RUG563 sp902788445,MAG,89.0,3.19
1,0,0,0,1,0,1,1,0,0,0,0,MGYG000292529,cow-rumen,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruminococcus;s__Ruminococcus flavefaciens_Z,MAG,81.48,3.13
0,0,0,0,1,0,0,1,0,0,0,0,MGYG000292531,cow-rumen,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Saccharofermentanales;f__Saccharofermentanaceae;g__Saccharofermentans;s__,MAG,94.19,0.71
1,0,0,0,1,0,1,1,0,0,0,0,MGYG000292532,cow-rumen,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__UBA1777;s__,MAG,92.2,0.67
1,0,0,0,0,0,0,0,0,0,0,0,MGYG000292533,cow-rumen,d__Bacteria;p__Eremiobacterota;c__Xenobia;o__CADAWZ01;f__CADAWZ01;g__CADAWZ01;s__CADAWZ01 sp902790465,MAG,95.51,1.28
0,0,0,0,1,0,0,1,0,0,0,0,MGYG000292535,cow-rumen,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__UBA1715;g__UBA1715;s__,MAG,85.13,2.14
0,0,0,0,0,0,0,0,0,0,0,0,MGYG000292536,cow-rumen,d__Bacteria;p__Elusimicrobiota;c__Elusimicrobia;o__Elusimicrobiales;f__Elusimicrobiaceae;g__UBA1436;s__UBA1436 sp900319325,MAG,89.89,0.1
0,0,0,0,1,0,1,1,0,0,0,0,MGYG000292538,cow-rumen,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__Sodaliphilus;s__,MAG,81.85,1.57
1,0,0,0,1,0,1,1,0,0,0,0,MGYG000292539,cow-rumen,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__UBA1777;s__UBA1777 sp900316255,MAG,95.62,0.73
1,0,0,0,0,0,0,0,0,0,0,0,MGYG000292540,cow-rumen,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__WCHB1-69;g__F23-D06;s__,MAG,90.95,1.16
1,0,0,0,1,0,0,1,0,0,0,0,MGYG000292543,cow-rumen,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__UBA1213;s__UBA1213 sp900315465,MAG,95.3,0.0
0,0,0,0,1,0,1,1,0,0,0,0,MGYG000292546,cow-rumen,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella sp900319715,MAG,97.26,0.93
0,0,0,0,0,0,0,0,0,0,0,0,MGYG000292548,cow-rumen,d__Bacteria;p__Firmicutes;c__Bacilli;o__RFN20;f__CAG-826;g__UBA733;s__UBA733 sp902802365,MAG,83.52,2.81
0,0,0,0,1,0,0,1,0,0,0,0,MGYG000292549,cow-rumen,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella sp900318585,MAG,91.38,1.23
0,0,0,0,1,0,1,1,0,0,0,0,MGYG000292550,cow-rumen,d__Archaea;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobrevibacter;s__Methanobrevibacter sp902784195,MAG,100.0,0.8
0,0,0,0,1,0,0,1,0,0,0,0,MGYG000292553,cow-rumen,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella sp902792685,MAG,80.74,0.71
1,0,0,0,1,0,1,1,0,0,0,0,MGYG000292560,cow-rumen,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__UBA9775;s__UBA9775 sp003520145,MAG,87.07,1.59
1,0,0,0,0,0,0,0,0,0,0,0,MGYG000292564,cow-rumen,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__CAG-177;s__,MAG,82.77,0.34
0,0,0,0,1,0,1,1,0,0,0,0,MGYG000292565,cow-rumen,d__Bacteria;p__Verrucomicrobiota;c__Kiritimatiellae;o__RFP12;f__UBA1067;g__RUG572;s__RUG572 sp902802945,MAG,87.76,2.71
0,0,0,0,0,0,0,0,0,0,0,0,MGYG000292566,cow-rumen,d__Bacteria;p__Patescibacteria;c__Saccharimonadia;o__Saccharimonadales;f__Saccharimonadaceae;g__UBA2866;s__,MAG,80.72,0.0
0,0,0,0,1,0,0,1,0,0,0,0,MGYG000292568,cow-rumen,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Saccharofermentanales;f__Saccharofermentanaceae;g__Saccharofermentans;s__,MAG,82.8,2.5
